pickup_address,delivery_address,order_value,payment_method,weather_condition,phone_number,failed
"Central Warehouse, Kathmandu","Ward 31, Baneshwor, Kathmandu",1691.08,cod,clear,9876037009,0
"Central Warehouse, Kathmandu","Durbar Square, Bhaktapur",4470.82,COD,clear,9850820497,1
"Central Warehouse, Kathmandu","Ward 9, Thamel, Kathmandu",1143.77,cod,normal,9815062606,1
"Central Warehouse, Kathmandu","Ward 6, Thamel, Kathmandu",3981.56,online,rainy,9830312745,0
"Central Warehouse, Kathmandu","Ward 25, Durbar Square, Bhaktapur",1982.51,online,normal,9817746305,0
"Central Warehouse, Kathmandu","Baneshwor, Kathmandu",2295.57,cod,clear,9865259780,0
"Central Warehouse, Kathmandu","Ward 28, Durbar Square, Bhaktapur",372.57,cod,clear,9872740233,1
"Central Warehouse, Kathmandu","Patan Durbar Square, Lalitpur",617.78,COD,clear,9887607106,0
"Central Warehouse, Kathmandu","Ward 7, Patan Durbar Square, Lalitpur",4273.73,online,normal,9841939260,0
"Central Warehouse, Kathmandu","Ward 4, Main Road, Biratnagar",2093.57,prepaid,clear,9838359121,0
"Central Warehouse, Kathmandu","Ward 17, Main Road, Biratnagar",3224.91,prepaid,normal,9864161466,0
"Central Warehouse, Kathmandu","Ward 8, Thamel, Kathmandu",951.84,prepaid,rainy,9897068957,0
"Central Warehouse, Kathmandu","Jawalakhel, Lalitpur",1417.62,COD,normal,9813199084,0
"Central Warehouse, Kathmandu","Ward 11, Jawalakhel, Lalitpur",715.29,cod,clear,9853923829,0
"Central Warehouse, Kathmandu","Ward 10, Main Road, Biratnagar",511.91,prepaid,extreme,9868540371,0
"Central Warehouse, Kathmandu","Ward 25, Lakeside, Pokhara",3920.86,cod,foggy,9871414334,0
"Central Warehouse, Kathmandu","Ward 18, Baneshwor, Kathmandu",1760.71,cod,normal,9820831253,1
"Central Warehouse, Kathmandu","Ward 2, Main Road, Biratnagar",3268.49,COD,rainy,9812461142,1
"Central Warehouse, Kathmandu","Ward 14, Patan Durbar Square, Lalitpur",364.55,online,clear,9888649635,0
"Central Warehouse, Kathmandu","Jawalakhel, Lalitpur",2919.89,prepaid,rainy,9843236846,1
"Central Warehouse, Kathmandu","Jawalakhel, Lalitpur",3726.81,online,extreme,9822143562,0
"Central Warehouse, Kathmandu","Ward 11, Baneshwor, Kathmandu",3353.86,online,rainy,9860396169,0
"Central Warehouse, Kathmandu","Ward 23, Durbar Square, Bhaktapur",1373.88,cod,foggy,9866733040,0
"Central Warehouse, Kathmandu","Ward 10, Durbar Square, Bhaktapur",1199.0,COD,clear,9862904264,0
"Central Warehouse, Kathmandu","Ward 29, Patan Durbar Square, Lalitpur",1028.23,prepaid,foggy,9896704445,0
"Central Warehouse, Kathmandu","Ward 31, Baneshwor, Kathmandu",4348.51,prepaid,rainy,9865149628,0
"Central Warehouse, Kathmandu","Ward 13, Lakeside, Pokhara",3004.24,prepaid,foggy,9858328181,0
"Central Warehouse, Kathmandu","Ward 18, Lakeside, Pokhara",3026.8,cod,extreme,9840165812,1
"Central Warehouse, Kathmandu","Ward 31, Jawalakhel, Lalitpur",4742.29,online,foggy,9830295916,1
"Central Warehouse, Kathmandu","Ward 16, Jawalakhel, Lalitpur",1880.75,prepaid,extreme,9899317640,0
"Central Warehouse, Kathmandu","Ward 30, Jawalakhel, Lalitpur",3653.44,online,clear,9898356911,0
"Central Warehouse, Kathmandu","Ward 25, Durbar Square, Bhaktapur",549.09,COD,extreme,9860077395,0
"Central Warehouse, Kathmandu","Ward 25, Patan Durbar Square, Lalitpur",1256.61,online,clear,9871042011,0
"Central Warehouse, Kathmandu","Patan Durbar Square, Lalitpur",1675.66,cod,foggy,9888711328,1
"Central Warehouse, Kathmandu","Patan Durbar Square, Lalitpur",1903.27,COD,normal,9821884656,0
"Central Warehouse, Kathmandu","Ward 19, Patan Durbar Square, Lalitpur",4202.39,COD,normal,9890323484,0
"Central Warehouse, Kathmandu","Ward 19, Thamel, Kathmandu",1092.44,COD,foggy,9843675556,0
"Central Warehouse, Kathmandu","Ward 31, Jawalakhel, Lalitpur",3362.07,online,normal,9823115449,1
"Central Warehouse, Kathmandu","Jawalakhel, Lalitpur",1888.98,COD,clear,9846010042,0
"Central Warehouse, Kathmandu","Lakeside, Pokhara",4726.89,cod,clear,9860964420,0
"Central Warehouse, Kathmandu","Baneshwor, Kathmandu",3059.16,cod,normal,9866661639,0
"Central Warehouse, Kathmandu","Ward 19, Thamel, Kathmandu",4617.7,COD,extreme,9814970121,1
"Central Warehouse, Kathmandu","Ward 15, Jawalakhel, Lalitpur",3945.78,cod,normal,9886844497,0
"Central Warehouse, Kathmandu","Ward 19, Durbar Square, Bhaktapur",4486.16,COD,extreme,9868279378,0
"Central Warehouse, Kathmandu","Ward 20, Main Road, Biratnagar",3560.61,prepaid,clear,9810893318,0
"Central Warehouse, Kathmandu","Ward 26, Durbar Square, Bhaktapur",1585.89,COD,extreme,9857824577,1
"Central Warehouse, Kathmandu","Main Road, Biratnagar",2492.02,online,foggy,9815527430,0
"Central Warehouse, Kathmandu","Ward 23, Lakeside, Pokhara",1278.33,online,extreme,9890769319,0
"Central Warehouse, Kathmandu","Ward 11, Baneshwor, Kathmandu",2394.46,COD,rainy,9861022113,1
"Central Warehouse, Kathmandu","Jawalakhel, Lalitpur",4714.71,cod,normal,9874300868,0
"Central Warehouse, Kathmandu","Ward 5, Lakeside, Pokhara",1266.7,COD,normal,9836679371,1
"Central Warehouse, Kathmandu","Ward 2, Main Road, Biratnagar",2401.29,prepaid,extreme,9863269725,0
"Central Warehouse, Kathmandu","Ward 18, Jawalakhel, Lalitpur",1393.8,cod,clear,9873811238,1
"Central Warehouse, Kathmandu","Ward 17, Durbar Square, Bhaktapur",3890.62,COD,clear,9828293798,0
"Central Warehouse, Kathmandu","Ward 6, Durbar Square, Bhaktapur",3733.86,prepaid,clear,9883997879,0
"Central Warehouse, Kathmandu","Ward 15, Baneshwor, Kathmandu",2613.47,cod,clear,9832367104,0
"Central Warehouse, Kathmandu","Ward 21, Patan Durbar Square, Lalitpur",4813.46,prepaid,normal,9857819795,0
"Central Warehouse, Kathmandu","Ward 21, Patan Durbar Square, Lalitpur",2102.39,prepaid,normal,9827736379,0
"Central Warehouse, Kathmandu","Ward 20, Durbar Square, Bhaktapur",1742.86,online,extreme,9829693030,1
"Central Warehouse, Kathmandu","Ward 29, Durbar Square, Bhaktapur",1926.53,prepaid,extreme,9859477338,1
"Central Warehouse, Kathmandu","Jawalakhel, Lalitpur",656.61,online,clear,9819024994,0
"Central Warehouse, Kathmandu","Durbar Square, Bhaktapur",4036.7,prepaid,foggy,9833907086,0
"Central Warehouse, Kathmandu","Ward 2, Main Road, Biratnagar",113.14,COD,clear,9853545855,0
"Central Warehouse, Kathmandu","Ward 18, Patan Durbar Square, Lalitpur",4799.87,online,extreme,9894535300,1
"Central Warehouse, Kathmandu","Ward 25, Patan Durbar Square, Lalitpur",4266.6,cod,normal,9875616964,1
"Central Warehouse, Kathmandu","Durbar Square, Bhaktapur",3674.02,COD,foggy,9835861759,1
"Central Warehouse, Kathmandu","Ward 27, Jawalakhel, Lalitpur",3784.45,COD,normal,9829763740,0
"Central Warehouse, Kathmandu","Ward 12, Main Road, Biratnagar",4228.96,cod,normal,9817211881,0
"Central Warehouse, Kathmandu","Ward 29, Patan Durbar Square, Lalitpur",3666.11,cod,rainy,9835055208,0
"Central Warehouse, Kathmandu","Ward 23, Patan Durbar Square, Lalitpur",4410.28,COD,normal,9882198577,0
"Central Warehouse, Kathmandu","Ward 12, Thamel, Kathmandu",3278.91,prepaid,clear,9832305457,1
"Central Warehouse, Kathmandu","Ward 1, Thamel, Kathmandu",2936.9,cod,clear,9867691120,0
"Central Warehouse, Kathmandu","Ward 21, Durbar Square, Bhaktapur",1715.98,online,normal,9867650278,0
"Central Warehouse, Kathmandu","Ward 32, Baneshwor, Kathmandu",2219.93,prepaid,extreme,9836413123,0
"Central Warehouse, Kathmandu","Durbar Square, Bhaktapur",4258.43,cod,extreme,9831968485,0
"Central Warehouse, Kathmandu","Ward 25, Baneshwor, Kathmandu",2426.6,prepaid,rainy,9862611440,1
"Central Warehouse, Kathmandu","Ward 16, Lakeside, Pokhara",465.49,cod,normal,9885611612,0
"Central Warehouse, Kathmandu","Ward 24, Lakeside, Pokhara",4077.87,cod,rainy,9829451205,1
"Central Warehouse, Kathmandu","Ward 5, Jawalakhel, Lalitpur",2385.97,COD,extreme,9890550278,1
"Central Warehouse, Kathmandu","Ward 9, Thamel, Kathmandu",4794.52,online,rainy,9849643692,0
"Central Warehouse, Kathmandu","Ward 4, Patan Durbar Square, Lalitpur",4051.57,online,extreme,9843775852,0
"Central Warehouse, Kathmandu","Ward 6, Thamel, Kathmandu",1908.63,prepaid,normal,9857851368,0
"Central Warehouse, Kathmandu","Ward 2, Thamel, Kathmandu",2100.08,COD,clear,9850113737,1
"Central Warehouse, Kathmandu","Durbar Square, Bhaktapur",1210.29,online,extreme,9842443003,0
"Central Warehouse, Kathmandu","Ward 14, Baneshwor, Kathmandu",3869.15,prepaid,rainy,9827342397,1
"Central Warehouse, Kathmandu","Ward 21, Main Road, Biratnagar",1151.06,online,normal,9823434210,0
"Central Warehouse, Kathmandu","Jawalakhel, Lalitpur",3882.28,online,clear,9833090183,0
"Central Warehouse, Kathmandu","Ward 25, Jawalakhel, Lalitpur",2128.76,cod,extreme,9886443875,1
"Central Warehouse, Kathmandu","Ward 9, Durbar Square, Bhaktapur",1177.91,cod,normal,9816301725,0
"Central Warehouse, Kathmandu","Ward 6, Main Road, Biratnagar",714.24,cod,normal,9816678974,0
"Central Warehouse, Kathmandu","Main Road, Biratnagar",400.92,COD,foggy,9865706911,1
"Central Warehouse, Kathmandu","Ward 3, Thamel, Kathmandu",4991.86,cod,clear,9875824763,1
"Central Warehouse, Kathmandu","Ward 9, Durbar Square, Bhaktapur",3281.63,COD,foggy,9861755183,0
"Central Warehouse, Kathmandu","Ward 12, Thamel, Kathmandu",207.62,online,extreme,9874349091,0
"Central Warehouse, Kathmandu","Ward 11, Jawalakhel, Lalitpur",288.93,prepaid,clear,9879204599,0
"Central Warehouse, Kathmandu","Ward 29, Thamel, Kathmandu",4578.75,prepaid,extreme,9881952177,0
"Central Warehouse, Kathmandu","Ward 26, Durbar Square, Bhaktapur",3839.71,cod,foggy,9830007465,1
"Central Warehouse, Kathmandu","Ward 21, Main Road, Biratnagar",3195.09,online,rainy,9847513780,0
"Central Warehouse, Kathmandu","Ward 6, Thamel, Kathmandu",4737.85,cod,clear,9847941598,0
"Central Warehouse, Kathmandu","Ward 22, Jawalakhel, Lalitpur",4921.91,online,rainy,9898562408,0
"Central Warehouse, Kathmandu","Ward 19, Baneshwor, Kathmandu",2240.2,COD,clear,9897628304,0
"Central Warehouse, Kathmandu","Durbar Square, Bhaktapur",464.94,online,normal,9895504622,1
"Central Warehouse, Kathmandu","Ward 28, Durbar Square, Bhaktapur",1852.64,COD,clear,9813104721,0
"Central Warehouse, Kathmandu","Ward 32, Jawalakhel, Lalitpur",4378.37,online,normal,9830636296,1
"Central Warehouse, Kathmandu","Ward 25, Lakeside, Pokhara",3588.86,COD,extreme,9814807063,1
"Central Warehouse, Kathmandu","Ward 26, Durbar Square, Bhaktapur",2043.14,online,normal,9848347077,0
"Central Warehouse, Kathmandu","Baneshwor, Kathmandu",587.12,online,foggy,9880632876,0
"Central Warehouse, Kathmandu","Ward 20, Patan Durbar Square, Lalitpur",2006.51,prepaid,foggy,9854170400,1
"Central Warehouse, Kathmandu","Ward 6, Lakeside, Pokhara",1284.42,COD,normal,9867567214,1
"Central Warehouse, Kathmandu","Durbar Square, Bhaktapur",426.32,online,extreme,9833695154,0
"Central Warehouse, Kathmandu","Baneshwor, Kathmandu",3851.19,cod,extreme,9879730854,1
"Central Warehouse, Kathmandu","Baneshwor, Kathmandu",4939.36,online,clear,9822363907,1
"Central Warehouse, Kathmandu","Ward 12, Lakeside, Pokhara",4921.65,prepaid,clear,9884097238,0
"Central Warehouse, Kathmandu","Patan Durbar Square, Lalitpur",1235.79,online,foggy,9849989186,0
"Central Warehouse, Kathmandu","Ward 32, Patan Durbar Square, Lalitpur",2449.12,COD,normal,9862354563,0
"Central Warehouse, Kathmandu","Main Road, Biratnagar",3139.72,prepaid,foggy,9824901822,0
"Central Warehouse, Kathmandu","Ward 8, Main Road, Biratnagar",2022.64,online,rainy,9857651963,1
"Central Warehouse, Kathmandu","Ward 5, Thamel, Kathmandu",4076.81,COD,clear,9853776361,1
"Central Warehouse, Kathmandu","Lakeside, Pokhara",1355.57,cod,foggy,9833031580,1
"Central Warehouse, Kathmandu","Ward 20, Jawalakhel, Lalitpur",2612.38,cod,foggy,9822751588,1
"Central Warehouse, Kathmandu","Ward 20, Lakeside, Pokhara",4322.78,prepaid,rainy,9855466233,1
"Central Warehouse, Kathmandu","Ward 30, Durbar Square, Bhaktapur",1463.73,online,normal,9894411806,0
"Central Warehouse, Kathmandu","Durbar Square, Bhaktapur",3592.97,COD,extreme,9871457373,1
"Central Warehouse, Kathmandu","Ward 9, Lakeside, Pokhara",393.63,online,normal,9823501975,0
"Central Warehouse, Kathmandu","Ward 20, Patan Durbar Square, Lalitpur",1691.98,prepaid,clear,9869778587,0
"Central Warehouse, Kathmandu","Ward 12, Lakeside, Pokhara",1272.13,COD,clear,9836600179,0
"Central Warehouse, Kathmandu","Ward 13, Durbar Square, Bhaktapur",135.17,prepaid,foggy,9871999432,0
"Central Warehouse, Kathmandu","Ward 6, Main Road, Biratnagar",4511.47,COD,foggy,9841272989,0
"Central Warehouse, Kathmandu","Ward 16, Patan Durbar Square, Lalitpur",3727.18,cod,rainy,9886236406,1
"Central Warehouse, Kathmandu","Ward 28, Jawalakhel, Lalitpur",3102.6,online,clear,9835666667,0
"Central Warehouse, Kathmandu","Thamel, Kathmandu",2148.1,cod,clear,9874080275,1
"Central Warehouse, Kathmandu","Ward 28, Patan Durbar Square, Lalitpur",1225.82,prepaid,normal,9855240639,1
"Central Warehouse, Kathmandu","Ward 7, Thamel, Kathmandu",2826.38,online,rainy,9824125058,1
"Central Warehouse, Kathmandu","Ward 21, Jawalakhel, Lalitpur",3060.89,COD,normal,9879763492,0
"Central Warehouse, Kathmandu","Ward 27, Patan Durbar Square, Lalitpur",4978.28,cod,normal,9886646854,0
"Central Warehouse, Kathmandu","Thamel, Kathmandu",4055.85,cod,extreme,9884628729,1
"Central Warehouse, Kathmandu","Ward 11, Lakeside, Pokhara",611.2,prepaid,foggy,9815809680,1
"Central Warehouse, Kathmandu","Ward 16, Thamel, Kathmandu",1532.85,online,extreme,9875406167,0
"Central Warehouse, Kathmandu","Ward 17, Durbar Square, Bhaktapur",2026.42,online,normal,9866927517,1
"Central Warehouse, Kathmandu","Ward 26, Thamel, Kathmandu",4351.62,COD,rainy,9819240662,1
"Central Warehouse, Kathmandu","Ward 27, Durbar Square, Bhaktapur",3051.72,COD,foggy,9893816989,1
"Central Warehouse, Kathmandu","Ward 23, Baneshwor, Kathmandu",4831.96,online,rainy,9859044656,0
"Central Warehouse, Kathmandu","Ward 16, Durbar Square, Bhaktapur",396.7,prepaid,rainy,9859978948,1
"Central Warehouse, Kathmandu","Ward 9, Main Road, Biratnagar",4060.73,cod,extreme,9873800707,0
"Central Warehouse, Kathmandu","Ward 28, Lakeside, Pokhara",1990.75,COD,normal,9867259831,1
"Central Warehouse, Kathmandu","Patan Durbar Square, Lalitpur",4967.85,cod,rainy,9863658687,0
"Central Warehouse, Kathmandu","Main Road, Biratnagar",4951.3,prepaid,foggy,9828103396,1
"Central Warehouse, Kathmandu","Ward 25, Main Road, Biratnagar",733.86,cod,extreme,9862633863,0
"Central Warehouse, Kathmandu","Ward 30, Lakeside, Pokhara",2939.14,cod,normal,9861034594,1
"Central Warehouse, Kathmandu","Ward 31, Jawalakhel, Lalitpur",3710.5,cod,rainy,9850320841,1
"Central Warehouse, Kathmandu","Patan Durbar Square, Lalitpur",3979.4,prepaid,foggy,9848710188,0
"Central Warehouse, Kathmandu","Ward 15, Thamel, Kathmandu",2264.06,prepaid,foggy,9841324804,1
"Central Warehouse, Kathmandu","Ward 12, Lakeside, Pokhara",800.72,prepaid,extreme,9854411649,0
"Central Warehouse, Kathmandu","Ward 6, Patan Durbar Square, Lalitpur",3452.38,online,normal,9888829778,0
"Central Warehouse, Kathmandu","Ward 29, Baneshwor, Kathmandu",500.35,online,extreme,9875423527,1
"Central Warehouse, Kathmandu","Ward 27, Jawalakhel, Lalitpur",3787.23,prepaid,rainy,9894746664,1
"Central Warehouse, Kathmandu","Baneshwor, Kathmandu",2534.45,prepaid,clear,9866266137,0
"Central Warehouse, Kathmandu","Ward 17, Thamel, Kathmandu",3946.23,COD,clear,9880408881,0
"Central Warehouse, Kathmandu","Ward 12, Lakeside, Pokhara",4209.38,cod,clear,9858255676,1
"Central Warehouse, Kathmandu","Ward 8, Thamel, Kathmandu",683.67,prepaid,rainy,9878691159,0
"Central Warehouse, Kathmandu","Ward 30, Jawalakhel, Lalitpur",1835.05,online,foggy,9829576255,0
"Central Warehouse, Kathmandu","Patan Durbar Square, Lalitpur",4249.71,COD,extreme,9894033736,1
"Central Warehouse, Kathmandu","Ward 5, Thamel, Kathmandu",1679.22,cod,rainy,9865305655,0
"Central Warehouse, Kathmandu","Jawalakhel, Lalitpur",3437.61,cod,rainy,9811362169,1
"Central Warehouse, Kathmandu","Ward 18, Baneshwor, Kathmandu",1552.9,COD,extreme,9836102767,1
"Central Warehouse, Kathmandu","Ward 21, Main Road, Biratnagar",316.09,COD,rainy,9833615493,0
"Central Warehouse, Kathmandu","Ward 15, Thamel, Kathmandu",1071.15,prepaid,normal,9871469056,0
"Central Warehouse, Kathmandu","Ward 31, Baneshwor, Kathmandu",1122.33,online,rainy,9843999983,0
"Central Warehouse, Kathmandu","Ward 25, Durbar Square, Bhaktapur",1483.72,COD,extreme,9819460969,0
"Central Warehouse, Kathmandu","Patan Durbar Square, Lalitpur",1898.35,online,rainy,9818919050,0
"Central Warehouse, Kathmandu","Ward 8, Main Road, Biratnagar",3860.94,COD,clear,9882236929,0
"Central Warehouse, Kathmandu","Ward 15, Patan Durbar Square, Lalitpur",4077.55,cod,extreme,9868989944,1
"Central Warehouse, Kathmandu","Ward 31, Lakeside, Pokhara",3406.02,prepaid,foggy,9825369612,1
"Central Warehouse, Kathmandu","Baneshwor, Kathmandu",3628.34,online,normal,9881708249,1
"Central Warehouse, Kathmandu","Main Road, Biratnagar",1953.83,online,normal,9875113229,0
"Central Warehouse, Kathmandu","Durbar Square, Bhaktapur",3700.72,online,extreme,9846745729,1
"Central Warehouse, Kathmandu","Thamel, Kathmandu",3337.43,COD,foggy,9857660834,1
"Central Warehouse, Kathmandu","Lakeside, Pokhara",3137.22,cod,normal,9885855156,0
"Central Warehouse, Kathmandu","Ward 1, Jawalakhel, Lalitpur",1719.6,online,clear,9816222868,0
"Central Warehouse, Kathmandu","Ward 10, Jawalakhel, Lalitpur",2739.47,online,normal,9860088213,0
"Central Warehouse, Kathmandu","Ward 13, Main Road, Biratnagar",1863.74,online,foggy,9826086761,0
"Central Warehouse, Kathmandu","Ward 10, Jawalakhel, Lalitpur",3953.73,COD,clear,9866242787,0
"Central Warehouse, Kathmandu","Ward 21, Baneshwor, Kathmandu",1133.09,prepaid,clear,9871695182,0
"Central Warehouse, Kathmandu","Ward 8, Baneshwor, Kathmandu",3748.81,online,foggy,9812475211,1
"Central Warehouse, Kathmandu","Ward 28, Baneshwor, Kathmandu",2424.41,COD,rainy,9868188009,0
"Central Warehouse, Kathmandu","Ward 20, Thamel, Kathmandu",1413.94,COD,clear,9831988652,1
"Central Warehouse, Kathmandu","Ward 2, Baneshwor, Kathmandu",3296.39,COD,normal,9828503559,0
"Central Warehouse, Kathmandu","Jawalakhel, Lalitpur",3592.07,online,foggy,9815848885,1
"Central Warehouse, Kathmandu","Ward 28, Patan Durbar Square, Lalitpur",3631.74,online,extreme,9887693092,1
"Central Warehouse, Kathmandu","Ward 10, Patan Durbar Square, Lalitpur",1651.99,cod,normal,9811522278,0
"Central Warehouse, Kathmandu","Ward 32, Thamel, Kathmandu",4135.72,COD,normal,9887583358,1
"Central Warehouse, Kathmandu","Ward 19, Patan Durbar Square, Lalitpur",4283.26,cod,rainy,9853362369,1
"Central Warehouse, Kathmandu","Ward 30, Jawalakhel, Lalitpur",1241.41,prepaid,extreme,9873384454,0
"Central Warehouse, Kathmandu","Ward 25, Jawalakhel, Lalitpur",919.62,COD,rainy,9822510894,0
"Central Warehouse, Kathmandu","Lakeside, Pokhara",3914.34,COD,foggy,9894427772,1
"Central Warehouse, Kathmandu","Ward 24, Baneshwor, Kathmandu",171.9,prepaid,normal,9829600606,0
"Central Warehouse, Kathmandu","Ward 10, Patan Durbar Square, Lalitpur",422.85,online,foggy,9871305918,1
"Central Warehouse, Kathmandu","Jawalakhel, Lalitpur",3390.77,cod,foggy,9875348303,1
"Central Warehouse, Kathmandu","Main Road, Biratnagar",733.57,prepaid,extreme,9841399718,1
"Central Warehouse, Kathmandu","Ward 18, Lakeside, Pokhara",4236.76,COD,foggy,9818873340,0
"Central Warehouse, Kathmandu","Patan Durbar Square, Lalitpur",2604.23,online,clear,9846880842,1
"Central Warehouse, Kathmandu","Ward 9, Patan Durbar Square, Lalitpur",2110.65,online,foggy,9834235501,1
"Central Warehouse, Kathmandu","Ward 28, Thamel, Kathmandu",3470.98,cod,normal,9895656612,1
"Central Warehouse, Kathmandu","Ward 7, Patan Durbar Square, Lalitpur",2973.62,COD,rainy,9894711988,0
"Central Warehouse, Kathmandu","Ward 26, Patan Durbar Square, Lalitpur",2935.44,online,rainy,9825996846,0
"Central Warehouse, Kathmandu","Ward 21, Jawalakhel, Lalitpur",2811.15,online,normal,9891868839,0
"Central Warehouse, Kathmandu","Ward 10, Durbar Square, Bhaktapur",863.83,COD,normal,9850726717,0
"Central Warehouse, Kathmandu","Ward 13, Jawalakhel, Lalitpur",1506.54,online,clear,9837492257,0
"Central Warehouse, Kathmandu","Ward 24, Patan Durbar Square, Lalitpur",3304.28,COD,extreme,9893552102,1
"Central Warehouse, Kathmandu","Ward 3, Baneshwor, Kathmandu",350.99,cod,foggy,9892048532,0
"Central Warehouse, Kathmandu","Ward 32, Lakeside, Pokhara",603.42,prepaid,normal,9843805648,0
"Central Warehouse, Kathmandu","Ward 2, Durbar Square, Bhaktapur",1025.31,prepaid,normal,9872659906,0
"Central Warehouse, Kathmandu","Baneshwor, Kathmandu",4508.68,online,extreme,9831908073,1
"Central Warehouse, Kathmandu","Ward 27, Thamel, Kathmandu",1644.11,online,clear,9855683161,1
"Central Warehouse, Kathmandu","Ward 10, Main Road, Biratnagar",3387.35,online,normal,9882177104,0
"Central Warehouse, Kathmandu","Durbar Square, Bhaktapur",784.09,online,foggy,9812576362,1
"Central Warehouse, Kathmandu","Ward 20, Thamel, Kathmandu",637.94,prepaid,rainy,9842904728,1
"Central Warehouse, Kathmandu","Ward 13, Jawalakhel, Lalitpur",410.79,COD,extreme,9897153080,1
"Central Warehouse, Kathmandu","Ward 23, Baneshwor, Kathmandu",1461.07,online,foggy,9867043780,1
"Central Warehouse, Kathmandu","Patan Durbar Square, Lalitpur",4148.52,online,extreme,9863449031,0
"Central Warehouse, Kathmandu","Durbar Square, Bhaktapur",2950.42,online,normal,9849026890,1
"Central Warehouse, Kathmandu","Ward 26, Baneshwor, Kathmandu",2421.11,online,normal,9861570039,0
"Central Warehouse, Kathmandu","Ward 12, Thamel, Kathmandu",2233.8,COD,clear,9899098606,0
"Central Warehouse, Kathmandu","Jawalakhel, Lalitpur",3712.69,online,foggy,9855756194,1
"Central Warehouse, Kathmandu","Ward 1, Thamel, Kathmandu",4711.95,online,normal,9837898988,0
"Central Warehouse, Kathmandu","Ward 19, Jawalakhel, Lalitpur",4827.48,COD,normal,9818124526,1
"Central Warehouse, Kathmandu","Ward 26, Main Road, Biratnagar",4230.7,COD,extreme,9841372526,1
"Central Warehouse, Kathmandu","Baneshwor, Kathmandu",3722.96,prepaid,rainy,9810297666,1
"Central Warehouse, Kathmandu","Ward 11, Patan Durbar Square, Lalitpur",3800.69,online,normal,9892565822,0
"Central Warehouse, Kathmandu","Thamel, Kathmandu",2175.71,online,rainy,9892140074,0
"Central Warehouse, Kathmandu","Durbar Square, Bhaktapur",4020.3,prepaid,rainy,9839590837,0
"Central Warehouse, Kathmandu","Durbar Square, Bhaktapur",1874.4,online,extreme,9860854148,0
"Central Warehouse, Kathmandu","Ward 12, Jawalakhel, Lalitpur",2358.18,online,normal,9879505394,0
"Central Warehouse, Kathmandu","Ward 13, Lakeside, Pokhara",1095.36,online,extreme,9850734009,0
"Central Warehouse, Kathmandu","Jawalakhel, Lalitpur",3082.75,cod,normal,9814343125,0
"Central Warehouse, Kathmandu","Lakeside, Pokhara",581.02,cod,clear,9827322154,0
"Central Warehouse, Kathmandu","Ward 28, Main Road, Biratnagar",3649.09,COD,foggy,9820926054,1
"Central Warehouse, Kathmandu","Durbar Square, Bhaktapur",3708.93,prepaid,rainy,9836856220,0
"Central Warehouse, Kathmandu","Ward 4, Baneshwor, Kathmandu",1136.15,COD,rainy,9812638133,0
"Central Warehouse, Kathmandu","Lakeside, Pokhara",3031.15,COD,foggy,9831027307,1
"Central Warehouse, Kathmandu","Ward 30, Main Road, Biratnagar",4854.77,online,foggy,9883500402,0
"Central Warehouse, Kathmandu","Ward 9, Thamel, Kathmandu",4159.46,online,normal,9856402625,0
"Central Warehouse, Kathmandu","Ward 24, Main Road, Biratnagar",3898.27,online,rainy,9858238737,1
"Central Warehouse, Kathmandu","Ward 10, Baneshwor, Kathmandu",3676.3,cod,foggy,9843034530,1
"Central Warehouse, Kathmandu","Ward 3, Thamel, Kathmandu",1522.65,online,foggy,9831705020,0
"Central Warehouse, Kathmandu","Ward 1, Jawalakhel, Lalitpur",992.04,COD,clear,9896078691,1
"Central Warehouse, Kathmandu","Baneshwor, Kathmandu",516.83,COD,foggy,9875318439,0
"Central Warehouse, Kathmandu","Ward 27, Thamel, Kathmandu",3264.5,prepaid,rainy,9843478155,0
"Central Warehouse, Kathmandu","Baneshwor, Kathmandu",2319.41,prepaid,rainy,9879113224,0
"Central Warehouse, Kathmandu","Ward 31, Patan Durbar Square, Lalitpur",2408.84,online,normal,9835852561,0
"Central Warehouse, Kathmandu","Ward 3, Durbar Square, Bhaktapur",3583.32,COD,extreme,9874679591,0
"Central Warehouse, Kathmandu","Ward 22, Lakeside, Pokhara",3189.24,online,normal,9840673825,1
"Central Warehouse, Kathmandu","Jawalakhel, Lalitpur",4953.32,online,rainy,9855350888,0
"Central Warehouse, Kathmandu","Ward 8, Jawalakhel, Lalitpur",3059.16,prepaid,rainy,9879148836,1
"Central Warehouse, Kathmandu","Ward 30, Main Road, Biratnagar",1144.68,COD,extreme,9866421154,1
"Central Warehouse, Kathmandu","Ward 8, Baneshwor, Kathmandu",3917.12,prepaid,clear,9817370124,0
"Central Warehouse, Kathmandu","Ward 23, Thamel, Kathmandu",4967.52,online,rainy,9889700123,1
"Central Warehouse, Kathmandu","Ward 8, Baneshwor, Kathmandu",4904.18,cod,extreme,9869349981,1
"Central Warehouse, Kathmandu","Ward 25, Durbar Square, Bhaktapur",1904.82,prepaid,rainy,9864407042,0
"Central Warehouse, Kathmandu","Ward 18, Patan Durbar Square, Lalitpur",4797.16,COD,rainy,9829480227,0
"Central Warehouse, Kathmandu","Ward 32, Thamel, Kathmandu",2332.13,prepaid,extreme,9834543883,0
"Central Warehouse, Kathmandu","Ward 18, Durbar Square, Bhaktapur",616.62,cod,normal,9883049905,0
